<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
10/11/22,21:00:00,1.0174300,1.0176000,1.0127000,1.0142300,181306
10/11/22,22:00:00,1.0142500,1.0161700,1.0140000,1.0158200,172547
10/11/22,23:00:00,1.0156000,1.0182300,1.0154700,1.0181200,108349
11/11/22,00:00:00,1.0181000,1.0197400,1.0175500,1.0195800,110646
11/11/22,01:00:00,1.0196300,1.0222000,1.0192600,1.0207200,111939
11/11/22,02:00:00,1.0208000,1.0208700,1.0193600,1.0196900,52840
11/11/22,03:00:00,1.0196400,1.0204300,1.0186000,1.0191700,61874
11/11/22,04:00:00,1.0190800,1.0196400,1.0173700,1.0184700,97071
11/11/22,05:00:00,1.0184700,1.0190200,1.0161000,1.0165900,145177
11/11/22,06:00:00,1.0165000,1.0198400,1.0164000,1.0193900,113232
11/11/22,07:00:00,1.0193900,1.0195700,1.0179400,1.0183900,91059
11/11/22,08:00:00,1.0183500,1.0194300,1.0175300,1.0192200,78157
11/11/22,09:00:00,1.0191000,1.0223000,1.0187200,1.0218600,145882
11/11/22,10:00:00,1.0219100,1.0234700,1.0206700,1.0217300,150390
11/11/22,11:00:00,1.0217500,1.0253500,1.0209000,1.0244400,197469
11/11/22,12:00:00,1.0244400,1.0273900,1.0223800,1.0269900,223793
11/11/22,13:00:00,1.0270200,1.0271800,1.0238300,1.0268900,203825
11/11/22,14:00:00,1.0269100,1.0280100,1.0251900,1.0255400,234097
11/11/22,15:00:00,1.0255400,1.0294800,1.0252300,1.0290800,173623
11/11/22,16:00:00,1.0290900,1.0313900,1.0282000,1.0308900,179432
11/11/22,17:00:00,1.0309000,1.0324400,1.0300800,1.0311800,231474
11/11/22,18:00:00,1.0311800,1.0323500,1.0264000,1.0287000,251835
11/11/22,19:00:00,1.0287200,1.0326900,1.0273800,1.0326100,306254
11/11/22,20:00:00,1.0326300,1.0339200,1.0310100,1.0332800,222768
11/11/22,21:00:00,1.0332200,1.0345200,1.0326600,1.0341800,132809
11/11/22,22:00:00,1.0341800,1.0359600,1.0335900,1.0356900,107094
11/11/22,23:00:00,1.0356800,1.0364200,1.0347300,1.0362000,121983
12/11/22,00:00:00,1.0362200,1.0362600,1.0345700,1.0357000,119985
12/11/22,01:00:00,1.0357500,1.0359700,1.0350000,1.0353800,39056
13/11/22,22:00:00,1.0352000,1.0363100,1.0352000,1.0361000,9
13/11/22,23:00:00,1.0363300,1.0364700,1.0361000,1.0361000,10
14/11/22,00:00:00,1.0361000,1.0366600,1.0361000,1.0363100,75
14/11/22,01:00:00,1.0360000,1.0361100,1.0327000,1.0334800,76
14/11/22,02:00:00,1.0338200,1.0341100,1.0311800,1.0315700,16399
14/11/22,03:00:00,1.0316700,1.0334400,1.0312200,1.0326600,90431
14/11/22,04:00:00,1.0326100,1.0336500,1.0321400,1.0332600,110881
14/11/22,05:00:00,1.0332600,1.0350200,1.0319000,1.0327500,164946
14/11/22,06:00:00,1.0326700,1.0330900,1.0314600,1.0325200,114142
14/11/22,07:00:00,1.0326000,1.0334500,1.0320000,1.0326600,99332
14/11/22,08:00:00,1.0326600,1.0327200,1.0302900,1.0312200,81013
14/11/22,09:00:00,1.0311600,1.0313000,1.0295800,1.0299500,95494
14/11/22,10:00:00,1.0300500,1.0327000,1.0298400,1.0324600,96193
14/11/22,11:00:00,1.0324600,1.0328600,1.0310100,1.0326800,133932
14/11/22,12:00:00,1.0327600,1.0350700,1.0323000,1.0344400,208677
14/11/22,13:00:00,1.0344300,1.0344900,1.0307000,1.0312500,189787
14/11/22,14:00:00,1.0312500,1.0318000,1.0285900,1.0292000,157334
14/11/22,15:00:00,1.0293000,1.0294200,1.0272600,1.0283600,127423
14/11/22,16:00:00,1.0283200,1.0336200,1.0269000,1.0333900,166044
14/11/22,17:00:00,1.0334200,1.0335900,1.0305000,1.0317200,226172
14/11/22,18:00:00,1.0318000,1.0326300,1.0295000,1.0313300,223341
14/11/22,19:00:00,1.0313000,1.0336200,1.0310000,1.0329600,239925
14/11/22,20:00:00,1.0329700,1.0351100,1.0322100,1.0335400,189130
14/11/22,21:00:00,1.0335700,1.0349100,1.0329900,1.0335600,143753
14/11/22,22:00:00,1.0335400,1.0354900,1.0331200,1.0353100,108134
14/11/22,23:00:00,1.0352800,1.0358600,1.0343900,1.0353400,82114
15/11/22,00:00:00,1.0353200,1.0355300,1.0325800,1.0328400,90436
15/11/22,01:00:00,1.0328400,1.0333400,1.0323000,1.0326500,42590
15/11/22,02:00:00,1.0325900,1.0332000,1.0320000,1.0321500,12524
15/11/22,03:00:00,1.0321500,1.0328100,1.0312800,1.0319700,47051
15/11/22,04:00:00,1.0319700,1.0325300,1.0311400,1.0318800,69851
15/11/22,05:00:00,1.0318300,1.0328500,1.0310000,1.0319300,104248
15/11/22,06:00:00,1.0319500,1.0327600,1.0313300,1.0320200,92269
15/11/22,07:00:00,1.0320500,1.0323900,1.0311100,1.0319500,72294
15/11/22,08:00:00,1.0320000,1.0323300,1.0313900,1.0320900,59135
15/11/22,09:00:00,1.0320000,1.0335000,1.0317100,1.0331900,73421
15/11/22,10:00:00,1.0331100,1.0344100,1.0325200,1.0338000,85835
15/11/22,11:00:00,1.0340400,1.0418100,1.0336700,1.0406800,234687
15/11/22,12:00:00,1.0407300,1.0417200,1.0391700,1.0407400,237001
15/11/22,13:00:00,1.0406000,1.0409200,1.0386400,1.0401100,171642
15/11/22,14:00:00,1.0401000,1.0437500,1.0393400,1.0427700,183996
15/11/22,15:00:00,1.0427500,1.0436700,1.0407300,1.0411100,153667
15/11/22,16:00:00,1.0410300,1.0415300,1.0395100,1.0406900,146210
15/11/22,17:00:00,1.0407100,1.0481800,1.0390000,1.0438500,359838
15/11/22,18:00:00,1.0437800,1.0444600,1.0379000,1.0400200,404541
15/11/22,19:00:00,1.0400400,1.0408600,1.0358400,1.0368300,330766
15/11/22,20:00:00,1.0367900,1.0389700,1.0358900,1.0371500,231782
15/11/22,21:00:00,1.0371500,1.0386700,1.0347300,1.0384100,186081
15/11/22,22:00:00,1.0384400,1.0388700,1.0292000,1.0309000,344204
15/11/22,23:00:00,1.0308800,1.0365900,1.0278000,1.0363800,384443
16/11/22,00:00:00,1.0364200,1.0377800,1.0350200,1.0353400,192020
16/11/22,01:00:00,1.0353500,1.0358400,1.0342000,1.0347800,64658
16/11/22,02:00:00,1.0348000,1.0352000,1.0340000,1.0345200,22816
16/11/22,03:00:00,1.0344600,1.0361100,1.0337200,1.0357300,64449
16/11/22,04:00:00,1.0357400,1.0361200,1.0333500,1.0344000,126020
16/11/22,05:00:00,1.0344200,1.0350200,1.0329000,1.0343300,171934
16/11/22,06:00:00,1.0343400,1.0387200,1.0339700,1.0376900,168164
16/11/22,07:00:00,1.0376600,1.0378100,1.0350300,1.0353600,103004
16/11/22,08:00:00,1.0353200,1.0356300,1.0335300,1.0344500,103967
16/11/22,09:00:00,1.0344900,1.0378500,1.0338400,1.0373700,149442
16/11/22,10:00:00,1.0373800,1.0387000,1.0363500,1.0378600,130866
16/11/22,11:00:00,1.0378700,1.0414600,1.0373200,1.0402200,209774
16/11/22,12:00:00,1.0402000,1.0420800,1.0386000,1.0405700,217048
16/11/22,13:00:00,1.0406100,1.0425500,1.0401800,1.0419600,158472
16/11/22,14:00:00,1.0419600,1.0438500,1.0413000,1.0427700,154852
16/11/22,15:00:00,1.0427900,1.0431900,1.0408700,1.0416600,144529
16/11/22,16:00:00,1.0416700,1.0428300,1.0406600,1.0418700,146692
16/11/22,17:00:00,1.0419400,1.0422900,1.0382100,1.0390800,258749
16/11/22,18:00:00,1.0390700,1.0410500,1.0371000,1.0388200,290723
16/11/22,19:00:00,1.0388300,1.0405700,1.0370800,1.0403600,255048
16/11/22,20:00:00,1.0403600,1.0412600,1.0388300,1.0394300,173295
16/11/22,21:00:00,1.0394300,1.0398900,1.0370000,1.0383600,135370
16/11/22,22:00:00,1.0383600,1.0386200,1.0352100,1.0366500,130777
16/11/22,23:00:00,1.0366900,1.0392700,1.0364200,1.0392500,110198
17/11/22,00:00:00,1.0391700,1.0404900,1.0380500,1.0397400,115037
17/11/22,01:00:00,1.0397400,1.0399300,1.0386600,1.0394200,46534
17/11/22,02:00:00,1.0393600,1.0400000,1.0388000,1.0393300,33002
17/11/22,03:00:00,1.0392800,1.0398300,1.0388800,1.0393000,44717
17/11/22,04:00:00,1.0393500,1.0395100,1.0383000,1.0386100,52571
17/11/22,05:00:00,1.0386100,1.0391100,1.0372000,1.0377100,83988
17/11/22,06:00:00,1.0376800,1.0379900,1.0359800,1.0369800,84786
17/11/22,07:00:00,1.0370300,1.0374000,1.0357400,1.0370800,74537
17/11/22,08:00:00,1.0371600,1.0381400,1.0367500,1.0371000,54347
17/11/22,09:00:00,1.0370800,1.0383400,1.0366200,1.0380200,73333
17/11/22,10:00:00,1.0379500,1.0392800,1.0374500,1.0387500,83568
17/11/22,11:00:00,1.0387700,1.0395400,1.0367600,1.0392600,140935
17/11/22,12:00:00,1.0392300,1.0406500,1.0382900,1.0386100,190436
17/11/22,13:00:00,1.0385700,1.0387400,1.0354500,1.0362000,150908
17/11/22,14:00:00,1.0362900,1.0370100,1.0333700,1.0337900,117239
17/11/22,15:00:00,1.0337400,1.0351500,1.0325800,1.0346400,173194
17/11/22,16:00:00,1.0345700,1.0354900,1.0318900,1.0332600,207259
17/11/22,17:00:00,1.0332500,1.0353300,1.0309000,1.0312000,270539
17/11/22,18:00:00,1.0312200,1.0348300,1.0302700,1.0334800,227490
17/11/22,19:00:00,1.0335000,1.0349700,1.0318500,1.0328000,207140
17/11/22,20:00:00,1.0328800,1.0342700,1.0316900,1.0339100,148738
17/11/22,21:00:00,1.0338700,1.0356700,1.0334600,1.0349900,143455
17/11/22,22:00:00,1.0349800,1.0369700,1.0345700,1.0364000,97487
17/11/22,23:00:00,1.0365500,1.0369000,1.0356700,1.0362000,81129
18/11/22,00:00:00,1.0363800,1.0369100,1.0355300,1.0368600,91325
18/11/22,01:00:00,1.0367700,1.0369700,1.0358500,1.0360800,33543
18/11/22,02:00:00,1.0358900,1.0365300,1.0357900,1.0362300,29857
18/11/22,03:00:00,1.0364200,1.0366500,1.0357800,1.0360400,26801
18/11/22,04:00:00,1.0360000,1.0374400,1.0354700,1.0370700,53242
18/11/22,05:00:00,1.0371200,1.0378100,1.0359300,1.0367300,85182
18/11/22,06:00:00,1.0367300,1.0378100,1.0362200,1.0367500,84633
18/11/22,07:00:00,1.0367400,1.0391000,1.0364800,1.0382400,73573
18/11/22,08:00:00,1.0382400,1.0383100,1.0359000,1.0364500,57803
18/11/22,09:00:00,1.0364500,1.0372000,1.0359700,1.0371700,61498
18/11/22,10:00:00,1.0371400,1.0376900,1.0357200,1.0374800,84123
18/11/22,11:00:00,1.0375700,1.0386000,1.0365000,1.0375300,125739
18/11/22,12:00:00,1.0375600,1.0378300,1.0340600,1.0356100,184276
18/11/22,13:00:00,1.0356800,1.0396100,1.0345900,1.0381400,157482
18/11/22,14:00:00,1.0381200,1.0381800,1.0358100,1.0368600,121551
18/11/22,15:00:00,1.0369000,1.0380200,1.0361400,1.0366300,125271
18/11/22,16:00:00,1.0366000,1.0386600,1.0355900,1.0361300,113924
18/11/22,17:00:00,1.0361300,1.0386600,1.0354100,1.0363900,153713
18/11/22,18:00:00,1.0364500,1.0370000,1.0328000,1.0333000,181066
18/11/22,19:00:00,1.0334300,1.0367700,1.0324000,1.0364100,194681
18/11/22,20:00:00,1.0364400,1.0371800,1.0339900,1.0347500,124917
18/11/22,21:00:00,1.0348300,1.0349500,1.0327700,1.0333200,103581
18/11/22,22:00:00,1.0333200,1.0337300,1.0323300,1.0330700,87277
18/11/22,23:00:00,1.0330900,1.0333800,1.0317500,1.0328100,70005
19/11/22,00:00:00,1.0327100,1.0333100,1.0319600,1.0324000,91665
19/11/22,01:00:00,1.0324600,1.0325700,1.0311000,1.0323500,40777
19/11/22,02:00:00,1.0324000,1.0324000,1.0324000,1.0324000,1
20/11/22,21:00:00,1.0323000,1.0323000,1.0323000,1.0323000,3
20/11/22,23:00:00,1.0315100,1.0315800,1.0314000,1.0315800,15
21/11/22,00:00:00,1.0315000,1.0323300,1.0315000,1.0322000,72
21/11/22,01:00:00,1.0322000,1.0324300,1.0319600,1.0322000,71
21/11/22,02:00:00,1.0322000,1.0325900,1.0319900,1.0323200,4003
21/11/22,03:00:00,1.0322800,1.0333200,1.0321700,1.0330400,39411
21/11/22,04:00:00,1.0330600,1.0333000,1.0308500,1.0315700,58341
21/11/22,05:00:00,1.0315700,1.0319000,1.0298200,1.0311500,102568
21/11/22,06:00:00,1.0311500,1.0311900,1.0285700,1.0288000,87289
21/11/22,07:00:00,1.0288100,1.0302400,1.0285600,1.0300600,61132
21/11/22,08:00:00,1.0301100,1.0303700,1.0274700,1.0280200,73847
21/11/22,09:00:00,1.0279000,1.0283500,1.0270800,1.0281500,91292
21/11/22,10:00:00,1.0282100,1.0287000,1.0255600,1.0259200,97489
21/11/22,11:00:00,1.0259400,1.0273500,1.0247900,1.0255100,132534
21/11/22,12:00:00,1.0254700,1.0273300,1.0248400,1.0254500,164089
21/11/22,13:00:00,1.0254600,1.0258900,1.0223600,1.0226500,160897
21/11/22,14:00:00,1.0226500,1.0243300,1.0224000,1.0239900,132884
21/11/22,15:00:00,1.0239100,1.0246400,1.0229900,1.0234200,108667
21/11/22,16:00:00,1.0234600,1.0244500,1.0226600,1.0239500,129852
21/11/22,17:00:00,1.0239700,1.0256000,1.0229600,1.0254200,135939
21/11/22,18:00:00,1.0254000,1.0256500,1.0236300,1.0255900,170183
21/11/22,19:00:00,1.0255100,1.0262700,1.0236900,1.0239400,159606
21/11/22,20:00:00,1.0239900,1.0250800,1.0229800,1.0237100,121163
21/11/22,21:00:00,1.0237100,1.0237900,1.0220600,1.0232300,103067
21/11/22,22:00:00,1.0232500,1.0243900,1.0228400,1.0234700,86649
21/11/22,23:00:00,1.0234900,1.0248500,1.0232400,1.0239200,83982
22/11/22,00:00:00,1.0239300,1.0246600,1.0229900,1.0241900,96403
22/11/22,01:00:00,1.0241300,1.0242800,1.0234000,1.0241100,35574
22/11/22,02:00:00,1.0240400,1.0243200,1.0237400,1.0240600,22179
22/11/22,03:00:00,1.0240700,1.0246600,1.0237400,1.0244900,36992
22/11/22,04:00:00,1.0245300,1.0255000,1.0239700,1.0252000,66363
22/11/22,05:00:00,1.0253100,1.0268300,1.0248800,1.0260200,78436
22/11/22,06:00:00,1.0260600,1.0266000,1.0255600,1.0263900,73706
22/11/22,07:00:00,1.0264400,1.0267600,1.0257600,1.0261300,55938
22/11/22,08:00:00,1.0260600,1.0262800,1.0255000,1.0260400,49481
22/11/22,09:00:00,1.0259900,1.0261600,1.0243100,1.0253000,69877
22/11/22,10:00:00,1.0253600,1.0259500,1.0244000,1.0246500,76109
22/11/22,11:00:00,1.0247100,1.0267800,1.0243700,1.0265300,98295
22/11/22,12:00:00,1.0265400,1.0281400,1.0251300,1.0271500,169216
22/11/22,13:00:00,1.0271500,1.0286400,1.0259400,1.0268600,151043
22/11/22,14:00:00,1.0268700,1.0289900,1.0264600,1.0279400,97210
22/11/22,15:00:00,1.0279900,1.0291100,1.0259100,1.0269600,131963
22/11/22,16:00:00,1.0269700,1.0271700,1.0253700,1.0270600,113226
22/11/22,17:00:00,1.0271000,1.0276700,1.0256800,1.0260300,144262
22/11/22,18:00:00,1.0260300,1.0269600,1.0251700,1.0264900,158892
22/11/22,19:00:00,1.0264900,1.0288700,1.0260700,1.0283500,166200
22/11/22,20:00:00,1.0283500,1.0284800,1.0264400,1.0274500,109915
22/11/22,21:00:00,1.0274100,1.0295900,1.0269000,1.0295700,72080
22/11/22,22:00:00,1.0295600,1.0308200,1.0287200,1.0304000,68019
22/11/22,23:00:00,1.0305300,1.0305700,1.0287800,1.0295400,54315
23/11/22,00:00:00,1.0295400,1.0304400,1.0291200,1.0300200,59806
23/11/22,01:00:00,1.0300200,1.0306300,1.0296300,1.0303000,37841
23/11/22,02:00:00,1.0302800,1.0305600,1.0299400,1.0303500,7680
23/11/22,03:00:00,1.0303500,1.0310900,1.0299900,1.0309000,33075
23/11/22,04:00:00,1.0310200,1.0321100,1.0301700,1.0305400,41497
23/11/22,05:00:00,1.0304900,1.0313600,1.0298000,1.0310000,82145
23/11/22,06:00:00,1.0310300,1.0325000,1.0305900,1.0322000,56291
23/11/22,07:00:00,1.0323900,1.0324000,1.0310000,1.0315300,48400
23/11/22,08:00:00,1.0314000,1.0317100,1.0307900,1.0316700,38106
23/11/22,09:00:00,1.0317000,1.0331000,1.0312000,1.0327200,54229
23/11/22,10:00:00,1.0326800,1.0336100,1.0319500,1.0331000,61255
23/11/22,11:00:00,1.0330700,1.0348800,1.0325500,1.0343000,117525
23/11/22,12:00:00,1.0342800,1.0343300,1.0308900,1.0312800,157874
23/11/22,13:00:00,1.0313400,1.0326800,1.0299400,1.0324900,137604
23/11/22,14:00:00,1.0324800,1.0325100,1.0294600,1.0311400,105722
23/11/22,15:00:00,1.0311700,1.0325000,1.0305500,1.0319400,87460
23/11/22,16:00:00,1.0319700,1.0329700,1.0312200,1.0322900,102190
23/11/22,17:00:00,1.0322900,1.0340600,1.0314700,1.0331900,202854
23/11/22,18:00:00,1.0331700,1.0375300,1.0324000,1.0367300,230916
23/11/22,19:00:00,1.0367600,1.0383900,1.0342000,1.0376000,261644
23/11/22,20:00:00,1.0376200,1.0378700,1.0353100,1.0362600,150288
23/11/22,21:00:00,1.0362600,1.0373500,1.0354600,1.0363900,104970
23/11/22,22:00:00,1.0363600,1.0379400,1.0357000,1.0374600,91090
23/11/22,23:00:00,1.0374600,1.0405200,1.0364200,1.0400400,225211
24/11/22,00:00:00,1.0400700,1.0403300,1.0389000,1.0402500,103989
24/11/22,01:00:00,1.0402000,1.0403300,1.0391100,1.0395400,36986
24/11/22,02:00:00,1.0395300,1.0400100,1.0389900,1.0394900,12862
24/11/22,03:00:00,1.0395300,1.0419400,1.0394200,1.0417700,57620
24/11/22,04:00:00,1.0416900,1.0419300,1.0402600,1.0415100,62626
24/11/22,05:00:00,1.0415000,1.0425200,1.0408700,1.0423100,78646
24/11/22,06:00:00,1.0423400,1.0435600,1.0415100,1.0432000,66549
24/11/22,07:00:00,1.0431200,1.0447900,1.0428200,1.0445000,63746
24/11/22,08:00:00,1.0445800,1.0448500,1.0429400,1.0445000,50312
24/11/22,09:00:00,1.0445700,1.0446800,1.0431000,1.0433600,60625
24/11/22,10:00:00,1.0433600,1.0439000,1.0427100,1.0430300,74977
24/11/22,11:00:00,1.0430500,1.0439800,1.0413500,1.0415900,106153
24/11/22,12:00:00,1.0415800,1.0420900,1.0397600,1.0405900,144047
24/11/22,13:00:00,1.0405800,1.0425500,1.0405000,1.0418500,119060
24/11/22,14:00:00,1.0419300,1.0429300,1.0390700,1.0405500,138901
24/11/22,15:00:00,1.0404700,1.0408800,1.0380000,1.0404600,117868
24/11/22,16:00:00,1.0404200,1.0414200,1.0395600,1.0412000,106110
24/11/22,17:00:00,1.0411700,1.0425800,1.0405700,1.0422200,116359
24/11/22,18:00:00,1.0422300,1.0427600,1.0413300,1.0421700,113824
24/11/22,19:00:00,1.0421800,1.0423800,1.0401900,1.0409500,112612
24/11/22,20:00:00,1.0408700,1.0414500,1.0399900,1.0407000,77336
24/11/22,21:00:00,1.0406800,1.0410000,1.0399300,1.0408800,41072
24/11/22,22:00:00,1.0408700,1.0410400,1.0398500,1.0405100,18110
24/11/22,23:00:00,1.0405100,1.0413600,1.0401500,1.0412800,23492
25/11/22,00:00:00,1.0413200,1.0414500,1.0403300,1.0412600,30425
25/11/22,01:00:00,1.0412400,1.0413600,1.0405400,1.0408700,32615
25/11/22,02:00:00,1.0407000,1.0410800,1.0405400,1.0407800,7033
25/11/22,03:00:00,1.0407900,1.0410000,1.0404200,1.0407000,26688
25/11/22,04:00:00,1.0407400,1.0411400,1.0393600,1.0405700,58847
25/11/22,05:00:00,1.0405400,1.0415300,1.0401100,1.0409400,72524
25/11/22,06:00:00,1.0409400,1.0415900,1.0405500,1.0410600,57577
25/11/22,07:00:00,1.0410800,1.0418400,1.0402000,1.0415900,48647
25/11/22,08:00:00,1.0415300,1.0429400,1.0413300,1.0421400,59728
25/11/22,09:00:00,1.0421500,1.0422300,1.0404800,1.0410600,57572
25/11/22,10:00:00,1.0410200,1.0423100,1.0404700,1.0419900,68151
25/11/22,11:00:00,1.0419900,1.0422600,1.0405800,1.0408800,107647
25/11/22,12:00:00,1.0408800,1.0428300,1.0405800,1.0422600,148290
25/11/22,13:00:00,1.0421800,1.0428500,1.0380500,1.0393200,147506
25/11/22,14:00:00,1.0393300,1.0421700,1.0388800,1.0414500,113370
25/11/22,15:00:00,1.0414700,1.0414900,1.0386200,1.0389700,97937
25/11/22,16:00:00,1.0390100,1.0397700,1.0373500,1.0378000,114450
25/11/22,17:00:00,1.0378400,1.0383400,1.0359000,1.0371900,153889
25/11/22,18:00:00,1.0372300,1.0388700,1.0352200,1.0381500,158379
25/11/22,19:00:00,1.0380700,1.0407100,1.0374600,1.0407000,141886
25/11/22,20:00:00,1.0406500,1.0411700,1.0389300,1.0400900,124459
25/11/22,21:00:00,1.0400500,1.0409200,1.0395900,1.0406000,90020
25/11/22,22:00:00,1.0405600,1.0406300,1.0394400,1.0401400,62321
25/11/22,23:00:00,1.0401600,1.0414500,1.0396800,1.0411400,90858
26/11/22,00:00:00,1.0411000,1.0414700,1.0406000,1.0408000,39348
26/11/22,01:00:00,1.0408500,1.0411100,1.0383900,1.0395000,18565
27/11/22,22:00:00,1.0387000,1.0395000,1.0373000,1.0393000,90
27/11/22,23:00:00,1.0393000,1.0394800,1.0385000,1.0386000,83
28/11/22,00:00:00,1.0387300,1.0387300,1.0381000,1.0384500,33
28/11/22,01:00:00,1.0383000,1.0384000,1.0370000,1.0371300,107
28/11/22,02:00:00,1.0370600,1.0379700,1.0367800,1.0374300,16275
28/11/22,03:00:00,1.0376300,1.0381300,1.0362900,1.0366700,55620
28/11/22,04:00:00,1.0366200,1.0383900,1.0364000,1.0377000,71986
28/11/22,05:00:00,1.0377800,1.0380500,1.0338500,1.0347800,109062
28/11/22,06:00:00,1.0348300,1.0365000,1.0340600,1.0360600,105098
28/11/22,07:00:00,1.0360500,1.0361400,1.0348600,1.0354700,58283
28/11/22,08:00:00,1.0354400,1.0363100,1.0349200,1.0361700,53400
28/11/22,09:00:00,1.0361400,1.0362300,1.0344500,1.0350000,60786
28/11/22,10:00:00,1.0350400,1.0375700,1.0345600,1.0371200,82148
28/11/22,11:00:00,1.0371200,1.0385200,1.0368100,1.0374000,126955
28/11/22,12:00:00,1.0373900,1.0440700,1.0365700,1.0439000,221113
28/11/22,13:00:00,1.0438800,1.0456700,1.0430800,1.0444400,149599
28/11/22,15:00:00,1.0488000,1.0497000,1.0469800,1.0473400,92672
28/11/22,16:00:00,1.0473400,1.0477500,1.0456400,1.0473100,139779
28/11/22,17:00:00,1.0472800,1.0476800,1.0441900,1.0462900,150105
28/11/22,18:00:00,1.0461000,1.0462900,1.0419800,1.0429900,198754
28/11/22,19:00:00,1.0429100,1.0433800,1.0389000,1.0398200,206846
28/11/22,20:00:00,1.0397700,1.0402300,1.0374100,1.0384200,154763
28/11/22,21:00:00,1.0383000,1.0388400,1.0366800,1.0369700,153887
28/11/22,22:00:00,1.0369700,1.0373000,1.0354000,1.0361000,105150
28/11/22,23:00:00,1.0361000,1.0363700,1.0334700,1.0337700,77909
29/11/22,00:00:00,1.0337800,1.0340500,1.0327700,1.0335200,85237
29/11/22,01:00:00,1.0335200,1.0342500,1.0331300,1.0338800,42107
29/11/22,02:00:00,1.0338500,1.0344400,1.0335400,1.0341000,16196
29/11/22,03:00:00,1.0339900,1.0346800,1.0338000,1.0343100,40746
29/11/22,04:00:00,1.0342700,1.0350600,1.0337100,1.0340000,58215
29/11/22,05:00:00,1.0339900,1.0362500,1.0331500,1.0359400,113563
29/11/22,06:00:00,1.0358700,1.0361900,1.0345900,1.0348200,75657
29/11/22,07:00:00,1.0348700,1.0383400,1.0344600,1.0378700,110500
29/11/22,08:00:00,1.0378900,1.0394500,1.0372600,1.0392600,79367
29/11/22,09:00:00,1.0392500,1.0393300,1.0377900,1.0385900,76481
29/11/22,10:00:00,1.0386300,1.0389700,1.0350600,1.0359000,114421
29/11/22,11:00:00,1.0358200,1.0387400,1.0350700,1.0381200,163178
29/11/22,12:00:00,1.0380500,1.0392700,1.0348400,1.0382600,190097
29/11/22,13:00:00,1.0382700,1.0387300,1.0353500,1.0364700,161378
29/11/22,14:00:00,1.0364900,1.0393500,1.0360900,1.0382500,136732
29/11/22,15:00:00,1.0382100,1.0386300,1.0365200,1.0382100,115957
29/11/22,16:00:00,1.0382100,1.0383700,1.0357400,1.0375100,117167
29/11/22,17:00:00,1.0374800,1.0384500,1.0322300,1.0330000,219184
29/11/22,18:00:00,1.0330200,1.0347200,1.0323400,1.0340100,223224
29/11/22,19:00:00,1.0339100,1.0373100,1.0337900,1.0355900,231882
29/11/22,20:00:00,1.0355900,1.0358700,1.0328900,1.0354400,169417
29/11/22,21:00:00,1.0354900,1.0355400,1.0333700,1.0340000,125342
29/11/22,22:00:00,1.0340000,1.0346400,1.0325600,1.0337700,105190
29/11/22,23:00:00,1.0337400,1.0345500,1.0320300,1.0327500,110692
30/11/22,00:00:00,1.0327600,1.0331000,1.0317400,1.0324800,87115
30/11/22,01:00:00,1.0325300,1.0330200,1.0321800,1.0328000,32473
30/11/22,02:00:00,1.0328300,1.0334900,1.0322400,1.0326600,45011
30/11/22,03:00:00,1.0328300,1.0330200,1.0316600,1.0323400,35417
30/11/22,04:00:00,1.0323600,1.0343400,1.0318100,1.0342600,83161
30/11/22,05:00:00,1.0343100,1.0353100,1.0334900,1.0347600,89824
30/11/22,06:00:00,1.0347900,1.0352200,1.0337900,1.0348500,68691
30/11/22,07:00:00,1.0348800,1.0350300,1.0341200,1.0347000,53644
30/11/22,08:00:00,1.0348100,1.0360200,1.0345500,1.0355600,48134
30/11/22,09:00:00,1.0355700,1.0361100,1.0346200,1.0348200,65897
30/11/22,10:00:00,1.0348400,1.0354000,1.0333000,1.0342100,78258
30/11/22,11:00:00,1.0342400,1.0357200,1.0338000,1.0351000,107226
30/11/22,12:00:00,1.0351300,1.0370300,1.0339400,1.0368500,137494
30/11/22,13:00:00,1.0368300,1.0381400,1.0354100,1.0358200,129125
30/11/22,14:00:00,1.0357800,1.0379900,1.0351700,1.0353700,121784
30/11/22,15:00:00,1.0353500,1.0366900,1.0344400,1.0358900,109132
30/11/22,16:00:00,1.0359100,1.0371700,1.0353500,1.0368400,105406
30/11/22,17:00:00,1.0367600,1.0392400,1.0355000,1.0358100,219212
30/11/22,18:00:00,1.0358900,1.0400100,1.0355800,1.0384000,219472
30/11/22,19:00:00,1.0385000,1.0388300,1.0292500,1.0298500,313293
30/11/22,20:00:00,1.0298100,1.0324900,1.0288000,1.0321600,209589
30/11/22,21:00:00,1.0321600,1.0333100,1.0302300,1.0314700,137650
30/11/22,22:00:00,1.0314800,1.0378900,1.0304400,1.0371400,280701
30/11/22,23:00:00,1.0372100,1.0415300,1.0361300,1.0412700,307661
01/12/22,00:00:00,1.0413300,1.0428800,1.0403200,1.0406900,175964
01/12/22,01:00:00,1.0407200,1.0409000,1.0396500,1.0404100,74781
01/12/22,02:00:00,1.0404100,1.0410500,1.0398100,1.0407000,31052
01/12/22,03:00:00,1.0408100,1.0430200,1.0407000,1.0423200,69600
01/12/22,04:00:00,1.0423000,1.0439400,1.0419200,1.0437600,101508
01/12/22,05:00:00,1.0437300,1.0447700,1.0421800,1.0425900,132615
01/12/22,06:00:00,1.0426100,1.0430800,1.0416200,1.0426200,99872
